Region,Project Name,Project Hyperlink
America,WorldcoinWLD,https://www.rootdata.com/Projects/detail/Worldcoin?k=MTg0Mw%3D%3D
America,Tea,https://www.rootdata.com/Projects/detail/Tea?k=MjE1MQ%3D%3D
America,LifeForce Games,https://www.rootdata.com/Projects/detail/LifeForce%20Games?k=NDY2NQ%3D%3D
America,Yuga Labs,https://www.rootdata.com/Projects/detail/Yuga%20Labs?k=MzM4Ng%3D%3D
America,Rad,https://www.rootdata.com/Projects/detail/Rad?k=NjE4OA%3D%3D
America,The TIE,https://www.rootdata.com/Projects/detail/The%20TIE?k=NDg3MA%3D%3D
America,Coinbooks,https://www.rootdata.com/Projects/detail/Coinbooks?k=NTMxNQ%3D%3D
America,Joyride Games,https://www.rootdata.com/Projects/detail/Joyride%20Games?k=MjEyMA%3D%3D
America,MinaMINA,https://www.rootdata.com/Projects/detail/Mina?k=MTI2
America,Ponto,https://www.rootdata.com/Projects/detail/Ponto?k=NTYwOA%3D%3D
America,Zebec ProtocolZBCN,https://www.rootdata.com/Projects/detail/Zebec%20Protocol?k=MTA1MA%3D%3D
America,Oxio,https://www.rootdata.com/Projects/detail/Oxio?k=MjE1NA%3D%3D
America,TravelX,https://www.rootdata.com/Projects/detail/TravelX?k=NDc2Mg%3D%3D
America,Gauntlet,https://www.rootdata.com/Projects/detail/Gauntlet?k=MjEzNg%3D%3D
America,AptosAPT,https://www.rootdata.com/Projects/detail/Aptos?k=Mjc5NQ%3D%3D
America,LiveArtX,https://www.rootdata.com/Projects/detail/LiveArtX?k=MjU0OQ%3D%3D
America,ConsenSys,https://www.rootdata.com/Projects/detail/ConsenSys?k=MzM5Mw%3D%3D
America,Katana,https://www.rootdata.com/Projects/detail/Katana?k=MzA0OQ%3D%3D
America,ZetaChainZETA,https://www.rootdata.com/Projects/detail/ZetaChain?k=MjEwNA%3D%3D
America,Sign Protocol,https://www.rootdata.com/Projects/detail/Sign%20Protocol?k=MjM4OQ%3D%3D
America,Milo,https://www.rootdata.com/Projects/detail/Milo?k=NDE2Ng%3D%3D
America,Fyn,https://www.rootdata.com/Projects/detail/Fyn?k=NDg3OQ%3D%3D
America,DB DAO,https://www.rootdata.com/Projects/detail/DB%20DAO?k=NDI3OA%3D%3D
America,Blockmetrix,https://www.rootdata.com/Projects/detail/Blockmetrix?k=NDc3Nw%3D%3D
America,Kado,https://www.rootdata.com/Projects/detail/Kado?k=MzI2Mw%3D%3D
America,Espresso Systems,https://www.rootdata.com/Projects/detail/Espresso%20Systems?k=Mjc2NQ%3D%3D
America,DNABLOCK,https://www.rootdata.com/Projects/detail/DNABLOCK?k=NTA5NA%3D%3D
America,Notifi,https://www.rootdata.com/Projects/detail/Notifi?k=MjM3Mw%3D%3D
America,Mechanism,https://www.rootdata.com/Projects/detail/Mechanism?k=NTA3MQ%3D%3D
America,Polymer,https://www.rootdata.com/Projects/detail/Polymer?k=Mjc3Mg%3D%3D
America,RISC Zero,https://www.rootdata.com/Projects/detail/RISC%20Zero?k=MjgwMw%3D%3D
America,MPCVault,https://www.rootdata.com/Projects/detail/MPCVault?k=NzM1OQ%3D%3D
America,Autonomys Network,https://www.rootdata.com/Projects/detail/Autonomys%20Network?k=NDc5Ng%3D%3D
America,Aligned,https://www.rootdata.com/Projects/detail/Aligned?k=MzYzMQ%3D%3D
America,InfStones,https://www.rootdata.com/Projects/detail/InfStones?k=MzY0Mw%3D%3D
America,Slope Finance,https://www.rootdata.com/Projects/detail/Slope%20Finance?k=MTkwMg%3D%3D
America,Teller,https://www.rootdata.com/Projects/detail/Teller?k=MzA3MQ%3D%3D
America,The Virtual Basketball Association / Fast Break Labs,https://www.rootdata.com/Projects/detail/The%20Virtual%20Basketball%20Association%20-%20Fast%20Break%20Labs?k=NDY2Mw%3D%3D
America,Zebec ProtocolZBCN,https://www.rootdata.com/Projects/detail/Zebec%20Protocol?k=MTA1MA%3D%3D
America,tZERO,https://www.rootdata.com/Projects/detail/tZERO?k=NDU2NQ%3D%3D
America,Chronicled,https://www.rootdata.com/Projects/detail/Chronicled?k=NTkxNQ%3D%3D
America,DeHorizonDEVT,https://www.rootdata.com/Projects/detail/DeHorizon?k=NDYxNQ%3D%3D
America,Titan,https://www.rootdata.com/Projects/detail/Titan?k=MjAyMw%3D%3D
America,Ceramic Network,https://www.rootdata.com/Projects/detail/Ceramic%20Network?k=MjM5MQ%3D%3D
America,AuroxURUS,https://www.rootdata.com/Projects/detail/Aurox?k=NTA2NA%3D%3D
America,Affine,https://www.rootdata.com/Projects/detail/Affine?k=NTM4NQ%3D%3D
America,Dequency,https://www.rootdata.com/Projects/detail/Dequency?k=MjM1NQ%3D%3D
America,AxelarAXL,https://www.rootdata.com/Projects/detail/Axelar?k=MjEwNg%3D%3D
America,Kyro,https://www.rootdata.com/Projects/detail/Kyro?k=NDgyOA%3D%3D
America,Everyrealm,https://www.rootdata.com/Projects/detail/Everyrealm?k=Mzg1MA%3D%3D
America,Ava Protocol,https://www.rootdata.com/Projects/detail/Ava%20Protocol?k=MzEzMw%3D%3D
America,Compute North,https://www.rootdata.com/Projects/detail/Compute%20North?k=MzU0MQ%3D%3D
America,Compute North,https://www.rootdata.com/Projects/detail/Compute%20North?k=MzU0MQ%3D%3D
America,Airwaive,https://www.rootdata.com/Projects/detail/Airwaive?k=NTg1MQ%3D%3D
America,Omni NetworkOMNI,https://www.rootdata.com/Projects/detail/Omni%20Network?k=NzcxOA%3D%3D
America,Alchemy,https://www.rootdata.com/Projects/detail/Alchemy?k=MzYzNw%3D%3D
America,Aleo,https://www.rootdata.com/Projects/detail/Aleo?k=MTgwOA%3D%3D
America,Trust Machines,https://www.rootdata.com/Projects/detail/Trust%20Machines?k=NTM0Nw%3D%3D
America,Origin ProtocolOGN,https://www.rootdata.com/Projects/detail/Origin%20Protocol?k=MTMx
America,CoinLedger,https://www.rootdata.com/Projects/detail/CoinLedger?k=NTQ1Mw%3D%3D
America,Geno,https://www.rootdata.com/Projects/detail/Geno?k=Nzg0OQ%3D%3D
America,Azarus,https://www.rootdata.com/Projects/detail/Azarus?k=NzAyMg%3D%3D
America,Diem,https://www.rootdata.com/Projects/detail/Diem?k=MTU0OA%3D%3D
America,MyCrypto,https://www.rootdata.com/Projects/detail/MyCrypto?k=MTkyMg%3D%3D
America,Unblocked,https://www.rootdata.com/Projects/detail/Unblocked?k=OTg4Nw%3D%3D
America,CoinTracker,https://www.rootdata.com/Projects/detail/CoinTracker?k=NTI0Mg%3D%3D
America,Blockdaemon,https://www.rootdata.com/Projects/detail/Blockdaemon?k=MzY0NA%3D%3D
America,Eaglebrook Advisors,https://www.rootdata.com/Projects/detail/Eaglebrook%20Advisors?k=NTM0MQ%3D%3D
America,FTX US,https://www.rootdata.com/Projects/detail/FTX%20US?k=MzkxMg%3D%3D
America,GalxeGAL,https://www.rootdata.com/Projects/detail/Galxe?k=OTc4
America,AgoricBLD,https://www.rootdata.com/Projects/detail/Agoric?k=Mjcy
America,The GraphGRT,https://www.rootdata.com/Projects/detail/The%20Graph?k=MzA2
America,Soma Finance,https://www.rootdata.com/Projects/detail/Soma%20Finance?k=NTAwNQ%3D%3D
America,Autograph,https://www.rootdata.com/Projects/detail/Autograph?k=MjU2NQ%3D%3D
America,iTrustCapital,https://www.rootdata.com/Projects/detail/iTrustCapital?k=MTAyMzM%3D
America,Omniex,https://www.rootdata.com/Projects/detail/Omniex?k=NDA2OA%3D%3D
America,Stably,https://www.rootdata.com/Projects/detail/Stably?k=NDE0MA%3D%3D
America,Anonybit,https://www.rootdata.com/Projects/detail/Anonybit?k=MTAzMTE%3D
America,Dharma Labs,https://www.rootdata.com/Projects/detail/Dharma%20Labs?k=MzQzOA%3D%3D
America,Wilder WorldWILD,https://www.rootdata.com/Projects/detail/Wilder%20World?k=Njgx
America,Swing,https://www.rootdata.com/Projects/detail/Swing?k=NTEzMQ%3D%3D
America,Giddy,https://www.rootdata.com/Projects/detail/Giddy?k=NzczOQ%3D%3D
America,Lukka,https://www.rootdata.com/Projects/detail/Lukka?k=NDcxOQ%3D%3D
America,Entropy,https://www.rootdata.com/Projects/detail/Entropy?k=MTg5Nw%3D%3D
America,AllbridgeABR,https://www.rootdata.com/Projects/detail/Allbridge?k=MTA2Ng%3D%3D
America,NEAR ProtocolNEAR,https://www.rootdata.com/Projects/detail/NEAR%20Protocol?k=MjUx
America,Zero Hash,https://www.rootdata.com/Projects/detail/Zero%20Hash?k=NTg1Mw%3D%3D
America,FairX,https://www.rootdata.com/Projects/detail/FairX?k=NDQzNg%3D%3D
America,Concept Labs,https://www.rootdata.com/Projects/detail/Concept%20Labs?k=NjkwOQ%3D%3D
America,GoldfinchGFI,https://www.rootdata.com/Projects/detail/Goldfinch?k=NDcz
America,CryptoSlam,https://www.rootdata.com/Projects/detail/CryptoSlam?k=MzY4NQ%3D%3D
America,Coinme,https://www.rootdata.com/Projects/detail/Coinme?k=Mzk1Mg%3D%3D
America,LivepeerLPT,https://www.rootdata.com/Projects/detail/Livepeer?k=MTY5
America,Opensea,https://www.rootdata.com/Projects/detail/Opensea?k=MjU1NA%3D%3D
America,BlockSpaces,https://www.rootdata.com/Projects/detail/BlockSpaces?k=MTA1Mjc%3D
America,Polymarket,https://www.rootdata.com/Projects/detail/Polymarket?k=MTYwNQ%3D%3D
America,Babylon,https://www.rootdata.com/Projects/detail/Babylon?k=MjgwNQ%3D%3D
America,Yumon,https://www.rootdata.com/Projects/detail/Yumon?k=MTc3Nw%3D%3D
America,Immutable Holdings,https://www.rootdata.com/Projects/detail/Immutable%20Holdings?k=NTIwMQ%3D%3D
America,Overeality,https://www.rootdata.com/Projects/detail/Overeality?k=NTE2OA%3D%3D
America,Tibles,https://www.rootdata.com/Projects/detail/Tibles?k=NTEyNg%3D%3D
America,Staked,https://www.rootdata.com/Projects/detail/Staked?k=Mzg1Ng%3D%3D
America,RenderRNDR,https://www.rootdata.com/Projects/detail/Render?k=ODY%3D
America,Path,https://www.rootdata.com/Projects/detail/Path?k=ODE4MQ%3D%3D
America,Gear,https://www.rootdata.com/Projects/detail/Gear?k=MjgwMQ%3D%3D
America,Tassat,https://www.rootdata.com/Projects/detail/Tassat?k=NjIzNw%3D%3D
America,GIANT,https://www.rootdata.com/Projects/detail/GIANT?k=NTIxMw%3D%3D
America,Lucy Labs,https://www.rootdata.com/Projects/detail/Lucy%20Labs?k=NTE5MQ%3D%3D
America,Volare Finance,https://www.rootdata.com/Projects/detail/Volare%20Finance?k=MzAwNg%3D%3D
America,HEIR,https://www.rootdata.com/Projects/detail/HEIR?k=NTIwOA%3D%3D
America,Anchorage,https://www.rootdata.com/Projects/detail/Anchorage?k=NDE0NA%3D%3D
America,Danvas,https://www.rootdata.com/Projects/detail/Danvas?k=NTIzMw%3D%3D
America,NYDIG,https://www.rootdata.com/Projects/detail/NYDIG?k=MzM0OA%3D%3D
America,BraintrustBTRST,https://www.rootdata.com/Projects/detail/Braintrust?k=Mzkx
America,Rainmaker GamesRAIN,https://www.rootdata.com/Projects/detail/Rainmaker%20Games?k=MTEyOQ%3D%3D
America,Slingshot,https://www.rootdata.com/Projects/detail/Slingshot?k=Mjg3MQ%3D%3D
America,Mnemonic,https://www.rootdata.com/Projects/detail/Mnemonic?k=MjQ3NQ%3D%3D
America,TRM Labs,https://www.rootdata.com/Projects/detail/TRM%20Labs?k=Mzc4NQ%3D%3D
America,SuiSUI,https://www.rootdata.com/Projects/detail/Sui?k=Mjc5Nw%3D%3D
America,Earnity,https://www.rootdata.com/Projects/detail/Earnity?k=MzI4OQ%3D%3D
America,Titan,https://www.rootdata.com/Projects/detail/Titan?k=MjAyMw%3D%3D
America,TeraWulf,https://www.rootdata.com/Projects/detail/TeraWulf?k=MzUyOA%3D%3D
America,1inch1INCH,https://www.rootdata.com/Projects/detail/1inch?k=MTIzOQ%3D%3D
America,Casa,https://www.rootdata.com/Projects/detail/Casa?k=MTkyMw%3D%3D
America,Massive,https://www.rootdata.com/Projects/detail/Massive?k=NTY4Mg%3D%3D
America,Iron FishIRON,https://www.rootdata.com/Projects/detail/Iron%20Fish?k=MTgwNw%3D%3D
America,Galaxy,https://www.rootdata.com/Projects/detail/Galaxy?k=NDA4Ng%3D%3D
America,MonoXMONO,https://www.rootdata.com/Projects/detail/MonoX?k=MjkwMQ%3D%3D
America,BetaBlocks,https://www.rootdata.com/Projects/detail/BetaBlocks?k=OTg3Mw%3D%3D
America,Swan,https://www.rootdata.com/Projects/detail/Swan?k=OTYxMQ%3D%3D
America,QuiddQUIDD,https://www.rootdata.com/Projects/detail/Quidd?k=ODU%3D
America,AxelarAXL,https://www.rootdata.com/Projects/detail/Axelar?k=MjEwNg%3D%3D
America,MoonPay,https://www.rootdata.com/Projects/detail/MoonPay?k=NDEyNQ%3D%3D
America,Defy,https://www.rootdata.com/Projects/detail/Defy?k=Mzk0MQ%3D%3D
America,Blockdaemon,https://www.rootdata.com/Projects/detail/Blockdaemon?k=MzY0NA%3D%3D
America,Digital Currency Group,https://www.rootdata.com/Projects/detail/Digital%20Currency%20Group?k=NDQzNQ%3D%3D
America,Gemini,https://www.rootdata.com/Projects/detail/Gemini?k=MzkwNg%3D%3D
America,Mem Protocol,https://www.rootdata.com/Projects/detail/Mem%20Protocol?k=NTI5Mw%3D%3D
America,Arrow Markets,https://www.rootdata.com/Projects/detail/Arrow%20Markets?k=MzAwMg%3D%3D
America,ConsenSys,https://www.rootdata.com/Projects/detail/ConsenSys?k=MzM5Mw%3D%3D
America,CyberCYBER,https://www.rootdata.com/Projects/detail/Cyber?k=MjA3Ng%3D%3D
America,Irreverent Labs,https://www.rootdata.com/Projects/detail/Irreverent%20Labs?k=MzMyMA%3D%3D
America,AlexALEX,https://www.rootdata.com/Projects/detail/Alex?k=NzYz
America,thirdweb,https://www.rootdata.com/Projects/detail/thirdweb?k=MjEzOQ%3D%3D
America,Wilder WorldWILD,https://www.rootdata.com/Projects/detail/Wilder%20World?k=Njgx
America,SHRAPNELSHRAP,https://www.rootdata.com/Projects/detail/SHRAPNEL?k=NTY0Nw%3D%3D
America,Forte,https://www.rootdata.com/Projects/detail/Forte?k=NTQwNA%3D%3D
America,AgoricBLD,https://www.rootdata.com/Projects/detail/Agoric?k=Mjcy
America,Zebec ProtocolZBCN,https://www.rootdata.com/Projects/detail/Zebec%20Protocol?k=MTA1MA%3D%3D
America,Notabene,https://www.rootdata.com/Projects/detail/Notabene?k=NTE3NA%3D%3D
America,Parallel FinancePARA,https://www.rootdata.com/Projects/detail/Parallel%20Finance?k=Nzky
America,Meow,https://www.rootdata.com/Projects/detail/Meow?k=Mzg1OA%3D%3D
America,rct AI,https://www.rootdata.com/Projects/detail/rct%20AI?k=MzYzNQ%3D%3D
America,Solidus Labs,https://www.rootdata.com/Projects/detail/Solidus%20Labs?k=MzgxMw%3D%3D
America,Spruce,https://www.rootdata.com/Projects/detail/Spruce?k=MjMyMA%3D%3D
America,Sustainable Bitcoin Protocol,https://www.rootdata.com/Projects/detail/Sustainable%20Bitcoin%20Protocol?k=NzQwNQ%3D%3D
America,Cub3,https://www.rootdata.com/Projects/detail/Cub3?k=NjgwNw%3D%3D
America,Cashmere,https://www.rootdata.com/Projects/detail/Cashmere?k=NTI0OA%3D%3D
America,Digital Currency Group,https://www.rootdata.com/Projects/detail/Digital%20Currency%20Group?k=NDQzNQ%3D%3D
America,Elementus,https://www.rootdata.com/Projects/detail/Elementus?k=MzY1Ng%3D%3D
America,Mask NetworkMASK,https://www.rootdata.com/Projects/detail/Mask%20Network?k=Mjk0
America,OsmosisOSMO,https://www.rootdata.com/Projects/detail/Osmosis?k=MTI1MQ%3D%3D
America,Alchemy,https://www.rootdata.com/Projects/detail/Alchemy?k=MzYzNw%3D%3D
America,QuickNode,https://www.rootdata.com/Projects/detail/QuickNode?k=MjA4Mg%3D%3D
America,Immunefi,https://www.rootdata.com/Projects/detail/Immunefi?k=MjI5Nw%3D%3D
America,CoinList,https://www.rootdata.com/Projects/detail/CoinList?k=MzQ0Ng%3D%3D
America,Cryptoys / OnChain Studios,https://www.rootdata.com/Projects/detail/Cryptoys%20-%20OnChain%20Studios?k=MjcyMA%3D%3D
America,Blockstream,https://www.rootdata.com/Projects/detail/Blockstream?k=Mzc5Mw%3D%3D
America,Candy Digital,https://www.rootdata.com/Projects/detail/Candy%20Digital?k=Mzg0NQ%3D%3D
America,ErisX,https://www.rootdata.com/Projects/detail/ErisX?k=NDAzNQ%3D%3D
America,Republic,https://www.rootdata.com/Projects/detail/Republic?k=NDI0Ng%3D%3D
America,Stronghold,https://www.rootdata.com/Projects/detail/Stronghold?k=MTA2Njc%3D
America,Spice AI,https://www.rootdata.com/Projects/detail/Spice%20AI?k=NDM3NQ%3D%3D
America,Lucid Sight,https://www.rootdata.com/Projects/detail/Lucid%20Sight?k=MTY0NA%3D%3D
America,Jambb,https://www.rootdata.com/Projects/detail/Jambb?k=NTc5Mg%3D%3D
America,FutureswapFST,https://www.rootdata.com/Projects/detail/Futureswap?k=MTMxNw%3D%3D
America,DeHorizonDEVT,https://www.rootdata.com/Projects/detail/DeHorizon?k=NDYxNQ%3D%3D
America,Art Blocks,https://www.rootdata.com/Projects/detail/Art%20Blocks?k=MjU3OA%3D%3D
America,Excygent,https://www.rootdata.com/Projects/detail/Excygent?k=NDI0MA%3D%3D
America,Fortunafi,https://www.rootdata.com/Projects/detail/Fortunafi?k=NzE0OQ%3D%3D
America,Layer3,https://www.rootdata.com/Projects/detail/Layer3?k=MjM4Mg%3D%3D
America,Roll,https://www.rootdata.com/Projects/detail/Roll?k=NDkxOQ%3D%3D
America,Unlock ProtocolUDT,https://www.rootdata.com/Projects/detail/Unlock%20Protocol?k=MTQxNQ%3D%3D
America,GFX Labs,https://www.rootdata.com/Projects/detail/GFX%20Labs?k=MTg5Mw%3D%3D
America,One River Asset Management,https://www.rootdata.com/Projects/detail/One%20River%20Asset%20Management?k=NzE1Mg%3D%3D
America,Genesis Digital Assets,https://www.rootdata.com/Projects/detail/Genesis%20Digital%20Assets?k=NDc3Ng%3D%3D
America,Blockdaemon,https://www.rootdata.com/Projects/detail/Blockdaemon?k=MzY0NA%3D%3D
America,Fuel,https://www.rootdata.com/Projects/detail/Fuel?k=MjI3OA%3D%3D
America,DESODESO,https://www.rootdata.com/Projects/detail/DESO?k=MTAwOA%3D%3D
America,Portal,https://www.rootdata.com/Projects/detail/Portal?k=MjkyMA%3D%3D
America,Mask NetworkMASK,https://www.rootdata.com/Projects/detail/Mask%20Network?k=Mjk0
America,ForjBONDLY,https://www.rootdata.com/Projects/detail/Forj?k=NjMy
America,MonoXMONO,https://www.rootdata.com/Projects/detail/MonoX?k=MjkwMQ%3D%3D
America,AudiusAUDIO,https://www.rootdata.com/Projects/detail/Audius?k=MTIzNA%3D%3D
America,AvalancheAVAX,https://www.rootdata.com/Projects/detail/Avalanche?k=MjUw
America,Floating Point Group,https://www.rootdata.com/Projects/detail/Floating%20Point%20Group?k=NDE4MQ%3D%3D
America,Stardust,https://www.rootdata.com/Projects/detail/Stardust?k=NDQxMQ%3D%3D
America,Abra,https://www.rootdata.com/Projects/detail/Abra?k=NDE5MQ%3D%3D
America,Amberdata,https://www.rootdata.com/Projects/detail/Amberdata?k=MzM1Mg%3D%3D
America,HeliumHNT,https://www.rootdata.com/Projects/detail/Helium?k=MjA%3D
America,Matrix,https://www.rootdata.com/Projects/detail/Matrix?k=MjQzNQ%3D%3D
America,CipherTrace,https://www.rootdata.com/Projects/detail/CipherTrace?k=MzY1Mw%3D%3D
America,XMTP,https://www.rootdata.com/Projects/detail/XMTP?k=MjM3Mg%3D%3D
America,Arbitrum / Offchain LabsARB,https://www.rootdata.com/Projects/detail/Arbitrum%20-%20Offchain%20Labs?k=MjczOA%3D%3D
America,Parallel FinancePARA,https://www.rootdata.com/Projects/detail/Parallel%20Finance?k=Nzky
America,InfStones,https://www.rootdata.com/Projects/detail/InfStones?k=MzY0Mw%3D%3D
America,Blockstream,https://www.rootdata.com/Projects/detail/Blockstream?k=Mzc5Mw%3D%3D
America,Hedgehog,https://www.rootdata.com/Projects/detail/Hedgehog?k=NTIxMA%3D%3D
America,Slope Finance,https://www.rootdata.com/Projects/detail/Slope%20Finance?k=MTkwMg%3D%3D
America,ARterra,https://www.rootdata.com/Projects/detail/ARterra?k=NTI2MA%3D%3D
America,Mercury,https://www.rootdata.com/Projects/detail/Mercury?k=NDMwNw%3D%3D
America,Blockcap,https://www.rootdata.com/Projects/detail/Blockcap?k=MzU3NQ%3D%3D
America,Ondo FinanceONDO,https://www.rootdata.com/Projects/detail/Ondo%20Finance?k=MzEyOQ%3D%3D
America,Bitwave,https://www.rootdata.com/Projects/detail/Bitwave?k=NTI1NA%3D%3D
America,ReSource FinanceSOURCE,https://www.rootdata.com/Projects/detail/ReSource%20Finance?k=NTE1MA%3D%3D
America,TaxBit,https://www.rootdata.com/Projects/detail/TaxBit?k=MzY3Mg%3D%3D
America,FalconX,https://www.rootdata.com/Projects/detail/FalconX?k=NDE4Mw%3D%3D
America,HeliumHNT,https://www.rootdata.com/Projects/detail/Helium?k=MjA%3D
America,TrueFiTRU,https://www.rootdata.com/Projects/detail/TrueFi?k=MTI5OQ%3D%3D
America,TBCASoft,https://www.rootdata.com/Projects/detail/TBCASoft?k=NTI5NQ%3D%3D
America,Messari,https://www.rootdata.com/Projects/detail/Messari?k=MzY4Ng%3D%3D
America,CoreChain,https://www.rootdata.com/Projects/detail/CoreChain?k=MTk3MA%3D%3D
America,Sweet,https://www.rootdata.com/Projects/detail/Sweet?k=NTEzMg%3D%3D
America,Data Gumbo,https://www.rootdata.com/Projects/detail/Data%20Gumbo?k=NTIzMg%3D%3D
America,Onramp Invest,https://www.rootdata.com/Projects/detail/Onramp%20Invest?k=NDEwOA%3D%3D
America,LibertyX,https://www.rootdata.com/Projects/detail/LibertyX?k=NjYwMQ%3D%3D
America,ZenLedger,https://www.rootdata.com/Projects/detail/ZenLedger?k=MzY3Mw%3D%3D
America,Kurtosis,https://www.rootdata.com/Projects/detail/Kurtosis?k=MjEzNw%3D%3D
America,ML Tech,https://www.rootdata.com/Projects/detail/ML%20Tech?k=NjE0MQ%3D%3D
America,LivepeerLPT,https://www.rootdata.com/Projects/detail/Livepeer?k=MTY5
America,Prime Trust,https://www.rootdata.com/Projects/detail/Prime%20Trust?k=NDA2Mg%3D%3D
America,Genesis Digital Assets,https://www.rootdata.com/Projects/detail/Genesis%20Digital%20Assets?k=NDc3Ng%3D%3D
America,EcoECO,https://www.rootdata.com/Projects/detail/Eco?k=NDIyNw%3D%3D
America,Lolli,https://www.rootdata.com/Projects/detail/Lolli?k=Mzc4Nw%3D%3D
America,Sign Protocol,https://www.rootdata.com/Projects/detail/Sign%20Protocol?k=MjM4OQ%3D%3D
America,Paystand,https://www.rootdata.com/Projects/detail/Paystand?k=ODk3NA%3D%3D
America,DressX,https://www.rootdata.com/Projects/detail/DressX?k=NTk5NA%3D%3D
America,Magic,https://www.rootdata.com/Projects/detail/Magic?k=MjE0MQ%3D%3D
America,Thesis,https://www.rootdata.com/Projects/detail/Thesis?k=MTg5MQ%3D%3D
America,Radar Relay,https://www.rootdata.com/Projects/detail/Radar%20Relay?k=Mzg1NQ%3D%3D
America,4K Protocol,https://www.rootdata.com/Projects/detail/4K%20Protocol?k=NTQ5OA%3D%3D
America,Opensea,https://www.rootdata.com/Projects/detail/Opensea?k=MjU1NA%3D%3D
America,Republic,https://www.rootdata.com/Projects/detail/Republic?k=NDI0Ng%3D%3D
America,Wilder WorldWILD,https://www.rootdata.com/Projects/detail/Wilder%20World?k=Njgx
America,Blocknative,https://www.rootdata.com/Projects/detail/Blocknative?k=NTQ1OA%3D%3D
America,AxelarAXL,https://www.rootdata.com/Projects/detail/Axelar?k=MjEwNg%3D%3D
America,EverclearNEXT,https://www.rootdata.com/Projects/detail/Everclear?k=MjEwNw%3D%3D
America,Foundation Devices,https://www.rootdata.com/Projects/detail/Foundation%20Devices?k=NjEwNA%3D%3D
America,UMAUMA,https://www.rootdata.com/Projects/detail/UMA?k=MzM4
America,Zerion,https://www.rootdata.com/Projects/detail/Zerion?k=MjIxMQ%3D%3D
America,Valkyrie,https://www.rootdata.com/Projects/detail/Valkyrie?k=NDEwMA%3D%3D
America,Calaxy,https://www.rootdata.com/Projects/detail/Calaxy?k=MjM5Mg%3D%3D
America,Unblocked,https://www.rootdata.com/Projects/detail/Unblocked?k=OTg4Nw%3D%3D
America,Autograph,https://www.rootdata.com/Projects/detail/Autograph?k=MjU2NQ%3D%3D
America,Blockware,https://www.rootdata.com/Projects/detail/Blockware?k=NjIzMA%3D%3D
America,WorldcoinWLD,https://www.rootdata.com/Projects/detail/Worldcoin?k=MTg0Mw%3D%3D
America,Xclaim,https://www.rootdata.com/Projects/detail/Xclaim?k=NzU5MQ%3D%3D
America,Chainalysis,https://www.rootdata.com/Projects/detail/Chainalysis?k=MzM1Mw%3D%3D
America,RaribleRARI,https://www.rootdata.com/Projects/detail/Rarible?k=Mzg2
America,CipherTrace,https://www.rootdata.com/Projects/detail/CipherTrace?k=MzY1Mw%3D%3D
America,Yield Protocol,https://www.rootdata.com/Projects/detail/Yield%20Protocol?k=NTQ3Mg%3D%3D
America,Donut,https://www.rootdata.com/Projects/detail/Donut?k=NTQ2Mg%3D%3D
America,Runtime Vеrification,https://www.rootdata.com/Projects/detail/Runtime%20V%D0%B5rification?k=NzI2OQ%3D%3D
America,Securitize,https://www.rootdata.com/Projects/detail/Securitize?k=NDE2MA%3D%3D
America,TRM Labs,https://www.rootdata.com/Projects/detail/TRM%20Labs?k=Mzc4NQ%3D%3D
America,Coinme,https://www.rootdata.com/Projects/detail/Coinme?k=Mzk1Mg%3D%3D
America,GoldfinchGFI,https://www.rootdata.com/Projects/detail/Goldfinch?k=NDcz
America,dYdXDYDX,https://www.rootdata.com/Projects/detail/dYdX?k=MTI2Mw%3D%3D
America,Bitwise,https://www.rootdata.com/Projects/detail/Bitwise?k=NDA5OQ%3D%3D
America,Parallel FinancePARA,https://www.rootdata.com/Projects/detail/Parallel%20Finance?k=Nzky
America,NFTG,https://www.rootdata.com/Projects/detail/NFTG?k=NTUyMQ%3D%3D
America,Luxor,https://www.rootdata.com/Projects/detail/Luxor?k=MzU1MQ%3D%3D
America,SolanaSOL,https://www.rootdata.com/Projects/detail/Solana?k=MTE3
America,Blockdaemon,https://www.rootdata.com/Projects/detail/Blockdaemon?k=MzY0NA%3D%3D
America,YOLOrekt,https://www.rootdata.com/Projects/detail/YOLOrekt?k=MTYwOQ%3D%3D
America,Unchained,https://www.rootdata.com/Projects/detail/Unchained?k=NTQ0OQ%3D%3D
America,Snickerdoodle,https://www.rootdata.com/Projects/detail/Snickerdoodle?k=NTQxMw%3D%3D
America,Alkimiya,https://www.rootdata.com/Projects/detail/Alkimiya?k=NTQ1OQ%3D%3D
America,Set Protocol,https://www.rootdata.com/Projects/detail/Set%20Protocol?k=Mjk1OA%3D%3D
America,Circle,https://www.rootdata.com/Projects/detail/Circle?k=NDEzOA%3D%3D
America,Fold,https://www.rootdata.com/Projects/detail/Fold?k=MzI2Mg%3D%3D
America,Fanhouse,https://www.rootdata.com/Projects/detail/Fanhouse?k=MjQyOQ%3D%3D
America,Talos,https://www.rootdata.com/Projects/detail/Talos?k=NDA1Ng%3D%3D
America,QuickNode,https://www.rootdata.com/Projects/detail/QuickNode?k=MjA4Mg%3D%3D
America,Skiff,https://www.rootdata.com/Projects/detail/Skiff?k=MjI4MA%3D%3D
America,ChiaXCH,https://www.rootdata.com/Projects/detail/Chia?k=MTIyNg%3D%3D
America,Solidus Labs,https://www.rootdata.com/Projects/detail/Solidus%20Labs?k=MzgxMw%3D%3D
